筆數,狀態,委託書號,盤別,交易類別,委託條件,股票名稱,原委託,價格,取消,成交,剩餘,來源別,委託時間,有效日期,詳細
42,完全成交,B00CJ,整股,融資賣出,ROD,力積電(6770),1,73.70,0,1,0,XQTrade,08:54:22,2026/09/08,
43,完全成交,B00CL,整股,融資賣出,ROD,力積電(6770),1,73.80,0,1,0,XQTrade,08:54:22,2026/09/08,
44,完全成交,B00CG,整股,融資賣出,ROD,力積電(6770),1,73.50,0,1,0,XQTrade,08:54:20,2026/09/08,
45,完全成交,B00CI,整股,融資賣出,ROD,力積電(6770),1,73.60,0,1,0,XQTrade,08:54:20,2026/09/08,
46,完全成交,B00CF,整股,融資賣出,ROD,力積電(6770),1,73.40,0,1,0,XQTrade,08:54:19,2026/09/08,
47,完全成交,B00CE,整股,融資賣出,ROD,力積電(6770),1,73.30,0,1,0,XQTrade,08:54:18,2026/09/08,
48,完全成交,B00CD,整股,融資賣出,ROD,力積電(6770),1,73.20,0,1,0,XQTrade,08:54:17,2026/09/08,
49,完全成交,B00CC,整股,融資賣出,ROD,力積電(6770),1,73.10,0,1,0,XQTrade,08:54:16,2026/09/08,
50,完全成交,B00CA,整股,融資賣出,ROD,力積電(6770),1,73.00,0,1,0,XQTrade,08:54:15,2026/09/08,
51,委託取消,B00AI,整股,融券賣出,ROD,聯發科(2454),1,5230.00,1,0,0,XQTrade,08:49:42,2026/09/08,
52,委託取消,B008U,整股,融資賣出,ROD,力積電(6770),1,74.60,1,0,0,XQTrade,08:44:35,2026/09/08,
53,委託取消,B008T,整股,融資賣出,ROD,力積電(6770),1,74.50,1,0,0,XQTrade,08:44:34,2026/09/08,
54,委託取消,B008S,整股,融資賣出,ROD,力積電(6770),1,74.40,1,0,0,XQTrade,08:44:33,2026/09/08,
55,委託取消,B008R,整股,融資賣出,ROD,力積電(6770),1,74.30,1,0,0,XQTrade,08:44:32,2026/09/08,
56,委託取消,B008Q,整股,融資賣出,ROD,力積電(6770),1,74.20,1,0,0,XQTrade,08:44:31,2026/09/08,
57,委託取消,B008N,整股,融資賣出,ROD,力積電(6770),1,74.00,1,0,0,XQTrade,08:44:30,2026/09/08,
58,委託取消,B008P,整股,融資賣出,ROD,力積電(6770),1,74.10,1,0,0,XQTrade,08:44:30,2026/09/08,
59,委託取消,B008M,整股,融資賣出,ROD,力積電(6770),1,73.90,1,0,0,XQTrade,08:44:29,2026/09/08,
60,委託取消,B008L,整股,融資賣出,ROD,力積電(6770),1,73.80,1,0,0,XQTrade,08:44:28,2026/09/08,
61,委託取消,B008K,整股,融資賣出,ROD,力積電(6770),1,73.70,1,0,0,XQTrade,08:44:27,2026/09/08,
62,委託取消,B008G,整股,融資賣出,ROD,友達(2409),5,29.35,5,0,0,XQTrade,08:44:08,2026/09/08,
63,委託取消,B008E,整股,融資賣出,ROD,友達(2409),5,29.30,5,0,0,XQTrade,08:44:04,2026/09/08,
64,委託取消,B008D,整股,融資賣出,ROD,友達(2409),5,29.25,5,0,0,XQTrade,08:44:03,2026/09/08,
65,委託取消,B008C,整股,融資賣出,ROD,友達(2409),5,29.20,5,0,0,XQTrade,08:44:02,2026/09/08,
66,委託取消,B008A,整股,融資賣出,ROD,友達(2409),5,29.15,5,0,0,XQTrade,08:44:01,2026/09/08,
67,委託取消,B0089,整股,融資賣出,ROD,友達(2409),5,29.10,5,0,0,XQTrade,08:44:00,2026/09/08,
68,委託取消,B0087,整股,融資賣出,ROD,友達(2409),5,29.00,5,0,0,XQTrade,08:43:59,2026/09/08,
69,委託取消,B0088,整股,融資賣出,ROD,友達(2409),5,29.05,5,0,0,XQTrade,08:43:59,2026/09/08,
70,委託取消,B0085,整股,融資賣出,ROD,友達(2409),5,28.95,5,0,0,XQTrade,08:43:58,2026/09/08,
71,委託取消,B0084,整股,融資賣出,ROD,友達(2409),5,28.90,5,0,0,XQTrade,08:43:57,2026/09/08,
72,完全成交,B0080,整股,融資賣出,ROD,南亞科(2408),1,523.00,0,1,0,XQTrade,08:43:39,2026/09/08,
