筆數,狀態,委託書號,盤別,交易類別,委託條件,股票名稱,原委託,價格,取消,成交,剩餘,來源別,委託時間,有效日期,詳細
53,完全成交,B01JZ,整股,現股買進,ROD,南亞(1303),1,236.50,0,1,0,XQTrade,09:34:19,2026/09/17,
54,完全成交,B01IK,整股,現股賣出,ROD,南亞(1303),1,238.50,0,1,0,XQTrade,09:31:58,2026/09/17,
55,已刪除,B01ID,整股,現股買進,ROD,南亞(1303),1,235.00,1,0,0,XQTrade,09:31:42,2026/09/17,
56,已刪除,B01FV,整股,現股賣出,ROD,南亞(1303),1,238.00,1,0,0,XQTrade,09:28:20,2026/09/17,
57,完全成交,B019U,整股,現股買進,ROD,南亞(1303),1,231.00,0,1,0,XQTrade,09:21:01,2026/09/17,
58,完全成交,B009E,整股,融資賣出,ROD,力積電(6770),1,71.40,0,1,0,XQTrade,08:50:17,2026/09/17,
59,完全成交,B009B,整股,融資賣出,ROD,力積電(6770),1,71.20,0,1,0,XQTrade,08:50:16,2026/09/17,
60,完全成交,B009A,整股,融資賣出,ROD,力積電(6770),1,71.00,0,1,0,XQTrade,08:50:15,2026/09/17,
61,完全成交,B0099,整股,融資賣出,ROD,力積電(6770),1,70.80,0,1,0,XQTrade,08:50:13,2026/09/17,
62,完全成交,B0098,整股,融資賣出,ROD,力積電(6770),1,70.60,0,1,0,XQTrade,08:50:08,2026/09/17,
63,完全成交,B0097,整股,融資賣出,ROD,力積電(6770),1,70.40,0,1,0,XQTrade,08:50:07,2026/09/17,
64,完全成交,B0096,整股,融資賣出,ROD,力積電(6770),1,70.20,0,1,0,XQTrade,08:50:05,2026/09/17,
65,完全成交,B0091,整股,融資賣出,ROD,頎邦(6147),1,209.50,0,1,0,XQTrade,08:49:53,2026/09/17,
66,委託失敗,00000,整股,現股賣出,ROD,頎邦(6147),1,209.50,0,0,1,XQTrade,08:49:50,2026/09/17,
67,完全成交,B008U,整股,融資賣出,ROD,前鼎(4908),1,243.00,0,1,0,XQTrade,08:49:35,2026/09/17,
68,完全成交,B008Q,整股,融資賣出,ROD,穩懋(3105),1,476.50,0,1,0,XQTrade,08:49:22,2026/09/17,
69,完全成交,B008L,整股,融資賣出,ROD,嘉晶(3016),1,117.00,0,1,0,XQTrade,08:49:12,2026/09/17,
70,委託失敗,00000,整股,現股賣出,ROD,嘉晶(3016),1,117.00,0,0,1,XQTrade,08:49:09,2026/09/17,
71,完全成交,B008F,整股,融資賣出,ROD,友達(2409),4,30.40,0,4,0,XQTrade,08:48:59,2026/09/17,
72,完全成交,B008E,整股,融資賣出,ROD,友達(2409),4,30.30,0,4,0,XQTrade,08:48:58,2026/09/17,
73,完全成交,B008C,整股,融資賣出,ROD,友達(2409),4,30.20,0,4,0,XQTrade,08:48:57,2026/09/17,
74,完全成交,B008B,整股,融資賣出,ROD,友達(2409),4,30.10,0,4,0,XQTrade,08:48:56,2026/09/17,
75,完全成交,B008A,整股,融資賣出,ROD,友達(2409),4,30.00,0,4,0,XQTrade,08:48:55,2026/09/17,
76,完全成交,B0088,整股,融資賣出,ROD,友達(2409),4,29.90,0,4,0,XQTrade,08:48:54,2026/09/17,
77,完全成交,B0087,整股,融資賣出,ROD,友達(2409),4,29.80,0,4,0,XQTrade,08:48:53,2026/09/17,
78,完全成交,B0086,整股,融資賣出,ROD,友達(2409),4,29.70,0,4,0,XQTrade,08:48:52,2026/09/17,
79,完全成交,B0085,整股,融資賣出,ROD,友達(2409),4,29.60,0,4,0,XQTrade,08:48:51,2026/09/17,
80,完全成交,B0084,整股,融資賣出,ROD,友達(2409),4,29.50,0,4,0,XQTrade,08:48:50,2026/09/17,
81,已刪除,B0082,整股,融資賣出,ROD,友達(2409),4,29.75,4,0,0,XQTrade,08:48:38,2026/09/17,
82,已刪除,B0080,整股,融資賣出,ROD,友達(2409),4,29.70,4,0,0,XQTrade,08:48:36,2026/09/17,
83,已刪除,B007Z,整股,融資賣出,ROD,友達(2409),4,29.65,4,0,0,XQTrade,08:48:35,2026/09/17,
84,已刪除,B007Y,整股,融資賣出,ROD,友達(2409),4,29.60,4,0,0,XQTrade,08:48:34,2026/09/17,
85,已刪除,B007X,整股,融資賣出,ROD,友達(2409),4,29.55,4,0,0,XQTrade,08:48:31,2026/09/17,
86,已刪除,B007W,整股,融資賣出,ROD,友達(2409),4,29.50,4,0,0,XQTrade,08:48:30,2026/09/17,
87,完全成交,B007R,整股,融資賣出,ROD,聯電(2303),1,145.00,0,1,0,XQTrade,08:48:10,2026/09/17,
88,完全成交,B007Q,整股,融資賣出,ROD,聯電(2303),1,144.50,0,1,0,XQTrade,08:48:10,2026/09/17,
89,完全成交,B007P,整股,融資賣出,ROD,聯電(2303),1,144.00,0,1,0,XQTrade,08:48:09,2026/09/17,
90,完全成交,B007O,整股,融資賣出,ROD,聯電(2303),1,143.50,0,1,0,XQTrade,08:48:08,2026/09/17,
91,完全成交,B007N,整股,融資賣出,ROD,聯電(2303),1,143.00,0,1,0,XQTrade,08:48:07,2026/09/17,
