股票名稱,成交日期,交易類別,成交股數,帳面收入,持有成本,損益,報酬率,明細,自設持有成本,設定,新持有成本
創新服務(7828),2026/09/09,現股賣出,1000,2173035,2055400,117635,5.72%,,0,,0
南亞(1303),2026/09/09,現股賣出,1000,234749,236546,-1797,-0.76%,,0,,0
廣達(2382),2026/09/09,現股互抵賣出,1000,338925,341066,-2141,-0.63%,,0,,0
