筆數,狀態,委託書號,盤別,交易類別,委託條件,股票名稱,原委託,價格,取消,成交,剩餘,來源別,委託時間,有效日期,詳細
17,完全成交,B02NF,整股,現股買進,ROD,力積電(6770),1,73.00,0,1,0,XQTrade,11:59:48,2026/09/10,
18,完全成交,B02LL,整股,現股買進,ROD,南亞(1303),1,241.00,0,1,0,XQTrade,11:43:58,2026/09/10,
19,已刪除,B02KQ,整股,現股買進,ROD,南亞(1303),1,240.00,1,0,0,XQTrade,11:39:28,2026/09/10,
20,完全成交,B02KH,整股,現股買進,ROD,力積電(6770),1,72.90,0,1,0,XQTrade,11:37:22,2026/09/10,
21,完全成交,B02K5,整股,現股買進,ROD,力積電(6770),1,72.80,0,1,0,XQTrade,11:35:12,2026/09/10,
22,完全成交,B02K1,整股,現股買進,ROD,力積電(6770),1,72.70,0,1,0,XQTrade,11:34:57,2026/09/10,
23,完全成交,B02K0,整股,現股買進,ROD,力積電(6770),1,72.60,0,1,0,XQTrade,11:34:54,2026/09/10,
24,完全成交,B02HD,整股,現股買進,ROD,晶豪科(3006),1,313.00,0,1,0,XQTrade,11:20:52,2026/09/10,
25,已刪除,B02GE,整股,現股買進,ROD,晶豪科(3006),1,311.50,1,0,0,XQTrade,11:15:25,2026/09/10,
26,完全成交,B027H,整股,現股買進,ROD,聯電(2303),1,143.50,0,1,0,XQTrade,10:34:45,2026/09/10,
27,完全成交,B01Z3,整股,現股買進,ROD,日月光投控(3711),1,644.00,0,1,0,XQTrade,10:05:05,2026/09/10,
28,完全成交,B01TO,整股,現股買進,ROD,聯電(2303),1,143.50,0,1,0,XQTrade,09:50:01,2026/09/10,
29,完全成交,B01RD,整股,現股買進,ROD,聯電(2303),1,143.00,0,1,0,XQTrade,09:44:58,2026/09/10,
30,已刪除,B01OP,整股,現股買進,ROD,聯電(2303),1,143.00,1,0,0,XQTrade,09:39:47,2026/09/10,
31,完全成交,B01M4,整股,現股賣出,ROD,聯電(2303),1,142.50,0,1,0,XQTrade,09:36:24,2026/09/10,
32,完全成交,B01M1,整股,現股賣出,ROD,聯電(2303),2,142.50,0,2,0,XQTrade,09:36:20,2026/09/10,
33,完全成交,B01M0,整股,融資賣出,ROD,聯電(2303),8,142.50,0,8,0,XQTrade,09:36:18,2026/09/10,
34,完全成交,B01LA,整股,融資賣出,ROD,廣達(2382),1,333.00,0,1,0,XQTrade,09:35:16,2026/09/10,
35,已刪除,B01BH,整股,融資賣出,ROD,聯電(2303),1,146.50,1,0,0,XQTrade,09:21:36,2026/09/10,
36,完全成交,B01BE,整股,現股買進,ROD,聯電(2303),1,145.00,0,1,0,XQTrade,09:21:29,2026/09/10,
37,已刪除,B00XN,整股,現股賣出,ROD,聯電(2303),1,150.50,1,0,0,XQTrade,09:09:01,2026/09/10,
38,完全成交,B00XF,整股,現股買進,ROD,聯電(2303),1,145.00,0,1,0,XQTrade,09:08:49,2026/09/10,
39,已刪除,B00XA,整股,融資賣出,ROD,廣達(2382),1,336.50,1,0,0,XQTrade,09:08:40,2026/09/10,
40,已刪除,B00UU,整股,現股賣出,ROD,聯電(2303),1,150.00,1,0,0,XQTrade,09:07:09,2026/09/10,
41,完全成交,B00TY,整股,現股買進,ROD,聯電(2303),1,144.50,0,1,0,XQTrade,09:06:17,2026/09/10,
42,已刪除,B00PW,整股,融資賣出,ROD,廣達(2382),1,338.00,1,0,0,XQTrade,09:04:15,2026/09/10,
43,已刪除,B00LP,整股,融資賣出,ROD,廣達(2382),1,339.50,1,0,0,XQTrade,09:02:23,2026/09/10,
44,完全成交,B00I2,整股,現股賣出,ROD,台積電(2330),2,2450.00,0,2,0,XQTrade,09:00:19,2026/09/10,
45,完全成交,B00GX,整股,現股買進,ROD,台積電(2330),2,2445.00,0,2,0,XQTrade,08:59:30,2026/09/10,
46,完全成交,B00BW,整股,融資賣出,ROD,日月光投控(3711),1,643.00,0,1,0,XQTrade,08:49:56,2026/09/10,
47,已刪除,B00BT,整股,融資賣出,ROD,廣達(2382),1,343.00,1,0,0,XQTrade,08:49:46,2026/09/10,
48,已刪除,B00BO,整股,融資賣出,ROD,聯電(2303),1,149.50,1,0,0,XQTrade,08:49:25,2026/09/10,
49,已刪除,B00BN,整股,融資賣出,ROD,聯電(2303),1,149.00,1,0,0,XQTrade,08:49:24,2026/09/10,
50,已刪除,B00BM,整股,融資賣出,ROD,聯電(2303),1,148.50,1,0,0,XQTrade,08:49:24,2026/09/10,
51,已刪除,B00BK,整股,融資賣出,ROD,聯電(2303),1,148.00,1,0,0,XQTrade,08:49:22,2026/09/10,
52,已刪除,B00BJ,整股,融資賣出,ROD,聯電(2303),1,147.50,1,0,0,XQTrade,08:49:21,2026/09/10,
53,已刪除,B00BI,整股,融資賣出,ROD,聯電(2303),1,147.00,1,0,0,XQTrade,08:49:20,2026/09/10,
54,已刪除,B00BG,整股,融資賣出,ROD,聯電(2303),1,146.50,1,0,0,XQTrade,08:49:19,2026/09/10,
55,已刪除,B00BF,整股,融資賣出,ROD,聯電(2303),1,146.00,1,0,0,XQTrade,08:49:18,2026/09/10,
56,完全成交,B00BE,整股,融資賣出,ROD,聯電(2303),1,145.50,0,1,0,XQTrade,08:49:17,2026/09/10,
57,完全成交,B00BC,整股,融資賣出,ROD,聯電(2303),1,145.00,0,1,0,XQTrade,08:49:16,2026/09/10,
58,完全成交,B00BA,整股,融資賣出,ROD,聯電(2303),1,144.50,0,1,0,XQTrade,08:49:15,2026/09/10,
59,完全成交,B00B9,整股,融資賣出,ROD,聯電(2303),1,144.00,0,1,0,XQTrade,08:49:14,2026/09/10,
60,完全成交,B00B8,整股,融資賣出,ROD,聯電(2303),1,143.50,0,1,0,XQTrade,08:49:13,2026/09/10,
