股票名稱,成交日期,交易類別,成交股數,帳面收入,持有成本,損益,報酬率,明細,自設持有成本,設定,新持有成本
國巨*(2327),2026/09/23,現股賣出,1000,579144,585114,-5970,-1.02%,,0,,0
群創(3481),2026/09/23,現股賣出,8000,404308,415680,-11372,-2.74%,,0,,0
國巨*(2327),2026/09/23,現股互抵賣出,1000,581014,586114,-5100,-0.87%,,0,,0
南亞科(2408),2026/09/23,現股互抵賣出,2000,1038238,1038202,36,0.00%,,0,,0
鴻海(2317),2026/09/23,現股互抵賣出,1000,255567,256049,-482,-0.19%,,0,,0
聯電(2303),2026/09/23,現股互抵賣出,1000,160229,161531,-1302,-0.81%,,0,,0
力積電(6770),2026/09/23,現股互抵賣出,4000,293103,293656,-553,-0.19%,,0,,0
群創(3481),2026/09/23,現股互抵賣出,4000,205852,203639,2213,1.09%,,0,,0
