股票名稱,成交日期,交易類別,成交股數,帳面收入,持有成本,損益,報酬率,明細,自設持有成本,設定,新持有成本
禾伸堂(3026),2026/09/11,融資賣出,1000,400391,400156,235,0.06%,,0,,0
晶豪科(3006),2026/09/11,融資賣出,1000,136047,157061,-21014,-13.38%,,0,,0
力積電(6770),2026/09/11,融資賣出,17000,457087,507440,-50353,-9.92%,,0,,0
聯電(2303),2026/09/11,融資賣出,3000,157135,174584,-17449,-9.99%,,0,,0
南亞(1303),2026/09/11,融資賣出,2000,232457,243593,-11136,-4.57%,,0,,0
友達(2409),2026/09/11,融資賣出,20000,216322,251120,-34798,-13.86%,,0,,0
日月光投控(3711),2026/09/11,融資賣出,1000,217026,258125,-41099,-15.92%,,0,,0
玉晶光(3406),2026/09/11,現股互抵賣出,1000,1138068,1100214,37854,3.44%,,0,,0
