成交日期,股票名稱,交易類別,成交股數,成交價格,成交價金,手續費,交易稅,應收付金額,融資自備款/融券擔保品,融資金額/融券保證金,債息/利息,融券手續費/標借費用
2026/09/24,南亞(1303),現沖買進,1000,232.50,232500,45,0,-232545,0,0,0,0
2026/09/24,南亞(1303),現沖賣出,1000,230.50,230500,44,345,230111,0,0,0,0
2026/09/24,南亞(1303),現股買進,1000,234.00,234000,45,0,-234045,0,0,0,0
2026/09/24,南亞(1303),現股買進,1000,235.50,235500,45,0,-235545,0,0,0,0
2026/09/24,南亞(1303),現股買進,1000,236.50,236500,46,0,-236546,0,0,0,0
2026/09/24,南亞(1303),現股買進,1000,237.00,237000,46,0,-237046,0,0,0,0
2026/09/24,南亞科(2408),融資賣出,1000,495.00,495000,96,1485,180385,182000,313000,34,0
2026/09/24,友達(2409),現股買進,10000,34.40,344000,67,0,-344067,0,0,0,0
2026/09/24,友達(2409),融資賣出,1000,35.10,35100,6,105,12987,13100,22000,2,0
2026/09/24,友達(2409),融資賣出,1000,35.15,35150,6,105,14037,14150,21000,2,0
2026/09/24,友達(2409),融資賣出,1000,35.20,35200,6,105,14087,14200,21000,2,0
2026/09/24,友達(2409),融資賣出,1000,35.25,35250,6,105,14137,14250,21000,2,0
2026/09/24,友達(2409),融資賣出,1000,35.30,35300,6,105,14187,14300,21000,2,0
2026/09/24,友達(2409),融資賣出,1000,35.35,35350,6,106,14236,14350,21000,2,0
2026/09/24,友達(2409),融資賣出,1000,35.40,35400,6,106,14286,14400,21000,2,0
2026/09/24,友達(2409),融資賣出,1000,35.45,35450,6,106,14336,14450,21000,2,0
2026/09/24,友達(2409),融資賣出,1000,35.50,35500,6,106,14386,14500,21000,2,0
2026/09/24,友達(2409),融資賣出,1000,35.55,35550,6,106,14436,14550,21000,2,0
2026/09/24,聯發科(2454),現沖買進,1000,5340.00,5340000,1041,0,-5341041,0,0,0,0
2026/09/24,聯發科(2454),現沖賣出,1000,5320.00,5320000,1037,7980,5310983,0,0,0,0
2026/09/24,聯發科(2454),融資賣出,1000,5260.00,5260000,1025,15780,2122853,2140000,3120000,342,0
2026/09/24,華新科(2492),現股買進,1000,312.00,312000,60,0,-312060,0,0,0,0
2026/09/24,禾伸堂(3026),現股買進,1000,808.00,808000,157,0,-808157,0,0,0,0
2026/09/24,穩懋(3105),現股買進,1000,503.00,503000,98,0,-503098,0,0,0,0
2026/09/24,景碩(3189),現沖買進,1000,954.00,954000,186,0,-954186,0,0,0,0
2026/09/24,景碩(3189),現沖賣出,1000,953.00,953000,185,1429,951386,0,0,0,0
2026/09/24,景碩(3189),現股買進,1000,989.00,989000,192,0,-989192,0,0,0,0
2026/09/24,光頡(3624),現沖買進,1000,137.00,137000,26,0,-137026,0,0,0,0
2026/09/24,光頡(3624),現沖買進,1000,139.50,139500,27,0,-139527,0,0,0,0
2026/09/24,光頡(3624),現沖賣出,1000,142.00,142000,27,213,141760,0,0,0,0
2026/09/24,光頡(3624),現沖賣出,1000,144.00,144000,28,216,143756,0,0,0,0
2026/09/24,光頡(3624),現股買進,1000,144.00,144000,28,0,-144028,0,0,0,0
2026/09/24,信昌電(6173),現股買進,1000,310.00,310000,60,0,-310060,0,0,0,0
2026/09/24,力積電(6770),融資賣出,4000,70.50,282000,54,846,105080,106000,176000,20,0
 ,小計,,,,24335750,4725,29349,-1830740,2570250,3820000,416,0
