筆數,狀態,委託書號,盤別,交易類別,委託條件,股票名稱,原委託,價格,取消,成交,剩餘,來源別,委託時間,有效日期,詳細
28,完全成交,B0274,整股,現股買進,ROD,光頡(3624),1,139.50,0,1,0,XQTrade,10:36:15,2026/09/24,
29,已刪除,B0271,整股,現股賣出,ROD,南亞(1303),1,237.50,1,0,0,XQTrade,10:35:58,2026/09/24,
30,完全成交,B026Y,整股,現股買進,ROD,南亞(1303),1,234.00,0,1,0,XQTrade,10:35:50,2026/09/24,
31,已刪除,B023D,整股,現股買進,ROD,合晶(6182),1,121.50,1,0,0,XQTrade,10:25:25,2026/09/24,
32,完全成交,B01VM,整股,現股賣出,ROD,光頡(3624),1,142.00,0,1,0,XQTrade,10:02:14,2026/09/24,
33,完全成交,B01UF,整股,現股買進,ROD,光頡(3624),1,137.00,0,1,0,XQTrade,09:59:15,2026/09/24,
34,完全成交,B01RV,整股,現股買進,ROD,南亞(1303),1,232.50,0,1,0,XQTrade,09:53:36,2026/09/24,
35,完全成交,B01JF,整股,現股賣出,ROD,景碩(3189),1,953.00,0,1,0,XQTrade,09:36:53,2026/09/24,
36,完全成交,B01HY,整股,現股賣出,ROD,聯發科(2454),1,5320.00,0,1,0,XQTrade,09:35:14,2026/09/24,
37,完全成交,B01H4,整股,融資賣出,ROD,力積電(6770),4,70.50,0,4,0,XQTrade,09:33:27,2026/09/24,
38,已刪除,B01H3,整股,融資賣出,ROD,力積電(6770),4,70.80,4,0,0,XQTrade,09:33:20,2026/09/24,
39,完全成交,B01GP,整股,現股買進,ROD,聯發科(2454),1,5340.00,0,1,0,XQTrade,09:32:50,2026/09/24,
40,已刪除,B01G4,整股,現股買進,ROD,聯發科(2454),1,5340.00,1,0,0,XQTrade,09:32:02,2026/09/24,
41,完全成交,B0189,整股,現股買進,ROD,景碩(3189),1,954.00,0,1,0,XQTrade,09:21:44,2026/09/24,
42,已刪除,B015F,整股,現股買進,ROD,華新科(2492),1,310.00,1,0,0,XQTrade,09:18:26,2026/09/24,
43,完全成交,B0127,整股,融資賣出,ROD,南亞科(2408),1,495.00,0,1,0,XQTrade,09:15:43,2026/09/24,
44,完全成交,B006L,整股,融資賣出,ROD,聯發科(2454),1,5260.00,0,1,0,XQTrade,08:38:48,2026/09/24,
45,已刪除,B006F,整股,融資賣出,ROD,力積電(6770),1,74.10,1,0,0,XQTrade,08:38:31,2026/09/24,
46,已刪除,B006D,整股,融資賣出,ROD,力積電(6770),1,74.00,1,0,0,XQTrade,08:38:30,2026/09/24,
47,已刪除,B006C,整股,融資賣出,ROD,力積電(6770),1,73.90,1,0,0,XQTrade,08:38:29,2026/09/24,
48,已刪除,B006B,整股,融資賣出,ROD,力積電(6770),1,73.80,1,0,0,XQTrade,08:38:28,2026/09/24,
49,完全成交,B005I,整股,融資賣出,ROD,友達(2409),1,35.55,0,1,0,XQTrade,08:35:31,2026/09/24,
50,完全成交,B005G,整股,融資賣出,ROD,友達(2409),1,35.50,0,1,0,XQTrade,08:35:29,2026/09/24,
51,完全成交,B005F,整股,融資賣出,ROD,友達(2409),1,35.45,0,1,0,XQTrade,08:35:28,2026/09/24,
52,完全成交,B005E,整股,融資賣出,ROD,友達(2409),1,35.40,0,1,0,XQTrade,08:35:27,2026/09/24,
53,完全成交,B005D,整股,融資賣出,ROD,友達(2409),1,35.35,0,1,0,XQTrade,08:35:26,2026/09/24,
54,完全成交,B005C,整股,融資賣出,ROD,友達(2409),1,35.30,0,1,0,XQTrade,08:35:25,2026/09/24,
55,完全成交,B005B,整股,融資賣出,ROD,友達(2409),1,35.25,0,1,0,XQTrade,08:35:24,2026/09/24,
56,完全成交,B005A,整股,融資賣出,ROD,友達(2409),1,35.20,0,1,0,XQTrade,08:35:23,2026/09/24,
57,完全成交,B0059,整股,融資賣出,ROD,友達(2409),1,35.15,0,1,0,XQTrade,08:35:22,2026/09/24,
58,完全成交,B0058,整股,融資賣出,ROD,友達(2409),1,35.10,0,1,0,XQTrade,08:35:21,2026/09/24,
59,已刪除,B0054,整股,融資賣出,ROD,南亞科(2408),1,519.00,1,0,0,XQTrade,08:34:53,2026/09/24,
