筆數,狀態,委託書號,盤別,交易類別,委託條件,股票名稱,原委託,價格,取消,成交,剩餘,來源別,委託時間,有效日期,詳細
27,已刪除,B01SF,整股,現股賣出,ROD,順達(3211),1,394.00,1,0,0,XQTrade,09:40:36,2026/09/21,
28,完全成交,B01S7,整股,現股買進,ROD,順達(3211),1,389.50,0,1,0,XQTrade,09:40:23,2026/09/21,
29,完全成交,B01QW,整股,現股賣出,ROD,頎邦(6147),1,226.00,0,1,0,XQTrade,09:39:04,2026/09/21,
30,已刪除,B01GM,整股,現股賣出,ROD,頎邦(6147),1,233.00,1,0,0,XQTrade,09:26:23,2026/09/21,
31,完全成交,B01G3,整股,現股買進,ROD,頎邦(6147),1,229.50,0,1,0,XQTrade,09:25:58,2026/09/21,
32,已刪除,B01AB,整股,現股買進,ROD,南茂(8150),5,103.00,5,0,0,XQTrade,09:19:25,2026/09/21,
33,完全成交,B018Q,整股,融資賣出,ROD,頎邦(6147),2,224.50,0,2,0,XQTrade,09:17:28,2026/09/21,
34,已刪除,B018N,整股,融資賣出,ROD,頎邦(6147),2,225.00,2,0,0,XQTrade,09:17:20,2026/09/21,
35,已刪除,B012A,整股,融資賣出,ROD,頎邦(6147),1,228.50,1,0,0,XQTrade,09:11:57,2026/09/21,
36,委託失敗,00000,整股,融資賣出,ROD,聯電(2303),1,154.50,0,0,1,XQTrade,09:08:56,2026/09/21,
37,委託失敗,00000,整股,現股賣出,ROD,聯電(2303),1,154.50,0,0,1,XQTrade,09:08:52,2026/09/21,
38,已刪除,B00S3,整股,融資賣出,ROD,頎邦(6147),1,231.00,1,0,0,XQTrade,09:05:20,2026/09/21,
39,完全成交,B00P7,整股,融資賣出,ROD,南亞科(2408),1,521.00,0,1,0,XQTrade,09:03:50,2026/09/21,
40,完全成交,B00K4,整股,融資賣出,ROD,頎邦(6147),1,229.50,0,1,0,XQTrade,09:01:30,2026/09/21,
41,已刪除,B00J9,整股,融資賣出,ROD,南亞科(2408),1,523.00,1,0,0,XQTrade,09:01:03,2026/09/21,
42,已刪除,B00F0,整股,現股買進,ROD,台積電(2330),2,2440.00,2,0,0,XQTrade,08:57:58,2026/09/21,
43,已刪除,B009D,整股,融資賣出,ROD,頎邦(6147),1,233.50,1,0,0,XQTrade,08:49:16,2026/09/21,
44,已刪除,B009B,整股,融資賣出,ROD,頎邦(6147),1,232.00,1,0,0,XQTrade,08:49:14,2026/09/21,
45,已刪除,B0098,整股,融資賣出,ROD,頎邦(6147),1,230.50,1,0,0,XQTrade,08:49:11,2026/09/21,
46,完全成交,B0090,整股,融資賣出,ROD,穩懋(3105),1,503.00,0,1,0,XQTrade,08:48:52,2026/09/21,
47,完全成交,B008W,整股,融資賣出,ROD,禾伸堂(3026),1,801.00,0,1,0,XQTrade,08:48:37,2026/09/21,
48,已刪除,B008R,整股,融資賣出,ROD,南亞科(2408),1,528.00,1,0,0,XQTrade,08:48:21,2026/09/21,
49,完全成交,B008G,整股,融資賣出,ROD,國巨*(2327),1,556.00,0,1,0,XQTrade,08:47:53,2026/09/21,
50,完全成交,B008D,整股,融資賣出,ROD,國巨*(2327),1,553.00,0,1,0,XQTrade,08:47:28,2026/09/21,
51,完全成交,B0082,整股,現股賣出,ROD,聯電(2303),1,157.50,0,1,0,XQTrade,08:46:57,2026/09/21,
52,完全成交,B0080,整股,現股賣出,ROD,聯電(2303),1,157.00,0,1,0,XQTrade,08:46:52,2026/09/21,
53,完全成交,B007V,整股,現股賣出,ROD,聯電(2303),1,156.50,0,1,0,XQTrade,08:46:42,2026/09/21,
54,完全成交,B007R,整股,現股賣出,ROD,聯電(2303),1,156.00,0,1,0,XQTrade,08:46:20,2026/09/21,
