成交時間,交易類別,委託條件,股票名稱,成交數量,成交單價,成交價金,盤別
13:13:46,現股買進,ROD,光頡(3624),1000,136.00,136000,整股
12:41:23,現股買進,ROD,嘉晶(3016),1000,121.50,121500,整股
12:36:50,現股買進,ROD,友達(2409),10000,33.35,333500,整股
12:34:30,融資買進,ROD,聯電(2303),2000,157.50,315000,整股
11:59:03,融資買進,ROD,聯電(2303),1000,157.00,157000,整股
11:59:03,融資買進,ROD,聯電(2303),1000,157.00,157000,整股
11:57:35,現股買進,ROD,全新(2455),1000,579.00,579000,整股
11:10:44,現股買進,ROD,全新(2455),1000,567.00,567000,整股
10:40:00,現股買進,ROD,友達(2409),1000,32.90,32900,整股
10:40:00,現股買進,ROD,友達(2409),5000,32.90,164500,整股
10:40:00,現股買進,ROD,友達(2409),2000,32.90,65800,整股
10:39:59,現股買進,ROD,友達(2409),2000,32.90,65800,整股
10:33:47,現股賣出,ROD,京元電子(2449),1000,302.00,302000,整股
10:33:43,現股買進,ROD,友達(2409),10000,33.15,331500,整股
10:18:40,現股買進,ROD,京元電子(2449),1000,302.50,302500,整股
10:15:07,現股買進,ROD,友達(2409),2000,32.70,65400,整股
10:15:07,現股買進,ROD,友達(2409),1000,32.70,32700,整股
10:15:07,現股買進,ROD,友達(2409),5000,32.70,163500,整股
10:15:07,現股買進,ROD,友達(2409),2000,32.70,65400,整股
10:05:35,現股賣出,ROD,順達(3211),1000,396.50,396500,整股
10:05:23,現股賣出,ROD,日月光投控(3711),1000,659.00,659000,整股
09:51:37,現股買進,ROD,日月光投控(3711),1000,662.00,662000,整股
09:47:12,現股買進,ROD,友達(2409),9000,32.45,292050,整股
09:47:11,現股買進,ROD,友達(2409),1000,32.45,32450,整股
09:43:28,現股買進,ROD,友達(2409),1000,32.25,32250,整股
09:43:27,現股買進,ROD,友達(2409),9000,32.25,290250,整股
09:40:27,現股買進,ROD,順達(3211),1000,389.50,389500,整股
09:39:45,現股賣出,ROD,頎邦(6147),1000,226.00,226000,整股
09:26:07,現股買進,ROD,頎邦(6147),1000,229.50,229500,整股
09:17:28,融資賣出,ROD,頎邦(6147),1000,224.50,224500,整股
09:17:28,融資賣出,ROD,頎邦(6147),1000,224.50,224500,整股
09:12:02,融資賣出,ROD,穩懋(3105),1000,503.00,503000,整股
09:05:12,融資賣出,ROD,頎邦(6147),1000,229.50,229500,整股
09:04:12,融資賣出,ROD,南亞科(2408),1000,521.00,521000,整股
09:01:52,現股賣出,ROD,聯電(2303),1000,157.50,157500,整股
09:01:39,現股賣出,ROD,聯電(2303),1000,157.00,157000,整股
09:00:10,融資賣出,ROD,禾伸堂(3026),1000,801.00,801000,整股
09:00:03,融資賣出,ROD,國巨*(2327),1000,556.00,556000,整股
09:00:03,融資賣出,ROD,國巨*(2327),1000,556.00,556000,整股
09:00:00,現股賣出,ROD,聯電(2303),1000,156.50,156500,整股
09:00:00,現股賣出,ROD,聯電(2303),1000,156.50,156500,整股
