成交時間,交易類別,委託條件,股票名稱,成交數量,成交單價,成交價金,盤別
13:30:00,現股買進,ROD,友達(2409),5000,28.70,143500,整股
13:14:26,現股買進,ROD,南亞科(2408),1000,516.00,516000,整股
13:03:27,現股買進,ROD,友達(2409),5000,29.10,145500,整股
13:00:15,現股買進,ROD,友達(2409),20000,29.45,589000,整股
12:38:26,現股買進,ROD,友達(2409),3000,28.85,86550,整股
12:38:25,現股買進,ROD,友達(2409),2000,28.85,57700,整股
12:33:52,現股買進,ROD,友達(2409),2000,28.70,57400,整股
12:33:49,現股買進,ROD,友達(2409),3000,28.70,86100,整股
12:28:28,現股買進,ROD,友達(2409),5000,28.65,143250,整股
12:27:57,現股買進,ROD,力積電(6770),1000,72.60,72600,整股
12:23:33,現股買進,ROD,友達(2409),5000,28.35,141750,整股
11:26:40,現股賣出,ROD,南亞(1303),1000,232.00,232000,整股
11:08:56,現股賣出,ROD,創新服務(7828),1000,1900.00,1900000,整股
11:06:02,現股買進,ROD,南亞(1303),1000,233.50,233500,整股
10:41:57,現股賣出,ROD,富喬(1815),3000,130.00,390000,整股
10:34:06,現股買進,ROD,力積電(6770),1000,72.60,72600,整股
10:33:19,現股買進,ROD,力積電(6770),1000,72.80,72800,整股
10:26:06,現股買進,ROD,力積電(6770),1000,73.30,73300,整股
10:24:49,現股賣出,ROD,富喬(1815),1000,129.00,129000,整股
10:23:50,現股買進,ROD,力積電(6770),1000,73.20,73200,整股
10:22:02,現股買進,ROD,力積電(6770),1000,72.90,72900,整股
10:21:12,現股買進,ROD,力積電(6770),1000,72.90,72900,整股
10:20:50,現股買進,ROD,富喬(1815),2000,129.50,259000,整股
10:20:50,現股買進,ROD,富喬(1815),1000,129.50,129500,整股
10:20:50,現股買進,ROD,富喬(1815),1000,129.50,129500,整股
10:20:00,現股買進,ROD,力積電(6770),1000,72.70,72700,整股
10:15:02,現股買進,ROD,力積電(6770),2000,72.20,144400,整股
10:07:36,現股賣出,ROD,聯電(2303),3000,143.00,429000,整股
10:02:56,現股賣出,ROD,南亞(1303),1000,234.00,234000,整股
10:02:56,現股賣出,ROD,南亞(1303),1000,234.00,234000,整股
09:57:53,現股賣出,ROD,聯電(2303),1000,143.00,143000,整股
09:57:34,現股賣出,ROD,華城(1519),1000,759.00,759000,整股
09:55:05,現股買進,ROD,聯電(2303),1000,142.50,142500,整股
09:55:05,現股買進,ROD,聯電(2303),3000,142.50,427500,整股
09:40:20,融券賣出,ROD,金居(8358),1000,511.00,511000,整股
09:34:26,現股買進,ROD,南亞(1303),1000,238.00,238000,整股
09:32:19,融資買進,ROD,金居(8358),1000,509.00,509000,整股
09:24:11,現股買進,ROD,華城(1519),1000,770.00,770000,整股
09:21:42,現股買進,ROD,南亞(1303),1000,236.00,236000,整股
09:20:38,現股賣出,ROD,南亞科(2408),1000,519.00,519000,整股
09:13:49,現股買進,ROD,南亞科(2408),1000,520.00,520000,整股
09:07:11,融資賣出,ROD,華星光(4979),1000,625.00,625000,整股
09:05:27,融資賣出,ROD,聯一光(3441),1000,135.00,135000,整股
09:05:27,融資賣出,ROD,聯一光(3441),1000,135.00,135000,整股
