筆數,狀態,委託書號,盤別,交易類別,委託條件,股票名稱,原委託,價格,取消,成交,剩餘,來源別,委託時間,有效日期,詳細
37,完全成交,B01VS,整股,現股買進,ROD,南亞科(2408),1,517.00,0,1,0,XQTrade,09:38:31,2026/09/18,
38,委託取消,B01T8,整股,現股買進,ROD,頎邦(6147),1,225.50,1,0,0,XQTrade,09:34:26,2026/09/18,
39,完全成交,B01OC,整股,現股賣出,ROD,聯電(2303),1,155.00,0,1,0,XQTrade,09:27:05,2026/09/18,
40,完全成交,B01NX,整股,現股賣出,ROD,頎邦(6147),1,227.00,0,1,0,XQTrade,09:26:32,2026/09/18,
41,完全成交,B01JV,整股,現股買進,ROD,頎邦(6147),1,223.00,0,1,0,XQTrade,09:22:52,2026/09/18,
42,完全成交,B01BS,整股,現股賣出,ROD,力積電(6770),4,72.80,0,4,0,XQTrade,09:15:04,2026/09/18,
43,完全成交,B016X,整股,現股賣出,ROD,力積電(6770),1,73.40,0,1,0,XQTrade,09:10:52,2026/09/18,
44,完全成交,B014P,整股,現股買進,ROD,聯電(2303),1,157.50,0,1,0,XQTrade,09:09:22,2026/09/18,
45,委託取消,B014C,整股,現股賣出,ROD,力積電(6770),1,75.00,1,0,0,XQTrade,09:09:09,2026/09/18,
46,委託取消,B0147,整股,現股賣出,ROD,力積電(6770),1,74.80,1,0,0,XQTrade,09:09:06,2026/09/18,
47,完全成交,B013R,整股,現股買進,ROD,力積電(6770),2,73.90,0,2,0,XQTrade,09:08:54,2026/09/18,
48,委託取消,B00XJ,整股,現股買進,ROD,聯電(2303),2,157.50,2,0,0,XQTrade,09:05:26,2026/09/18,
49,委託取消,B00UL,整股,現股買進,ROD,聯電(2303),1,157.50,1,0,0,XQTrade,09:03:57,2026/09/18,
50,委託取消,B00SO,整股,現股賣出,ROD,力積電(6770),1,74.60,1,0,0,XQTrade,09:02:59,2026/09/18,
51,委託取消,B00SL,整股,現股賣出,ROD,力積電(6770),1,74.40,1,0,0,XQTrade,09:02:57,2026/09/18,
52,完全成交,B00SE,整股,現股買進,ROD,力積電(6770),2,73.90,0,2,0,XQTrade,09:02:50,2026/09/18,
53,委託成功,B00F9,整股,現股買進,ROD,世紀*(5314),5,26.20,0,0,5,XQTrade,08:53:15,2026/09/18,
54,委託成功,B00F7,整股,現股買進,ROD,世紀*(5314),5,26.10,0,0,5,XQTrade,08:53:13,2026/09/18,
55,委託成功,B00F6,整股,現股買進,ROD,世紀*(5314),5,26.00,0,0,5,XQTrade,08:53:12,2026/09/18,
56,委託成功,B00F5,整股,現股買進,ROD,世紀*(5314),5,25.90,0,0,5,XQTrade,08:53:11,2026/09/18,
57,委託成功,B00F4,整股,現股買進,ROD,世紀*(5314),5,25.80,0,0,5,XQTrade,08:53:10,2026/09/18,
58,委託成功,B00F3,整股,現股買進,ROD,世紀*(5314),5,25.70,0,0,5,XQTrade,08:53:08,2026/09/18,
59,委託成功,B00F2,整股,現股買進,ROD,世紀*(5314),5,25.60,0,0,5,XQTrade,08:53:07,2026/09/18,
60,委託成功,B00F0,整股,現股買進,ROD,世紀*(5314),5,25.50,0,0,5,XQTrade,08:53:06,2026/09/18,
61,委託成功,B00EY,整股,現股買進,ROD,世紀*(5314),5,25.40,0,0,5,XQTrade,08:53:05,2026/09/18,
62,委託成功,B00EW,整股,現股買進,ROD,世紀*(5314),5,25.30,0,0,5,XQTrade,08:53:02,2026/09/18,
63,委託取消,B00C2,整股,現股買進,ROD,世紀*(5314),5,27.90,5,0,0,XQTrade,08:48:16,2026/09/18,
64,委託取消,B00C0,整股,現股買進,ROD,世紀*(5314),5,27.80,5,0,0,XQTrade,08:48:14,2026/09/18,
65,委託取消,B00BY,整股,現股買進,ROD,世紀*(5314),5,27.70,5,0,0,XQTrade,08:48:13,2026/09/18,
66,委託取消,B00BV,整股,現股買進,ROD,世紀*(5314),5,27.60,5,0,0,XQTrade,08:48:12,2026/09/18,
67,委託取消,B00BT,整股,現股買進,ROD,世紀*(5314),5,27.50,5,0,0,XQTrade,08:48:11,2026/09/18,
68,委託取消,B00BR,整股,現股買進,ROD,世紀*(5314),5,27.40,5,0,0,XQTrade,08:48:09,2026/09/18,
69,委託取消,B00BQ,整股,現股買進,ROD,世紀*(5314),5,27.30,5,0,0,XQTrade,08:48:08,2026/09/18,
70,委託取消,B00BP,整股,現股買進,ROD,世紀*(5314),5,27.20,5,0,0,XQTrade,08:48:06,2026/09/18,
71,委託取消,B00BO,整股,現股買進,ROD,世紀*(5314),5,27.10,5,0,0,XQTrade,08:48:05,2026/09/18,
72,委託取消,B00BM,整股,現股買進,ROD,世紀*(5314),5,27.00,5,0,0,XQTrade,08:48:03,2026/09/18,
73,委託取消,B00AT,整股,現股賣出,ROD,力積電(6770),1,74.20,1,0,0,XQTrade,08:46:21,2026/09/18,
74,完全成交,B00AR,整股,現股賣出,ROD,力積電(6770),1,74.00,0,1,0,XQTrade,08:46:16,2026/09/18,
75,完全成交,B00AP,整股,現股賣出,ROD,力積電(6770),1,73.80,0,1,0,XQTrade,08:46:12,2026/09/18,
76,完全成交,B00AO,整股,現股賣出,ROD,力積電(6770),1,73.60,0,1,0,XQTrade,08:46:09,2026/09/18,
77,完全成交,B00AN,整股,現股賣出,ROD,力積電(6770),1,73.40,0,1,0,XQTrade,08:46:06,2026/09/18,
78,完全成交,B00AL,整股,現股賣出,ROD,力積電(6770),1,73.20,0,1,0,XQTrade,08:46:01,2026/09/18,
79,完全成交,B00AK,整股,現股賣出,ROD,力積電(6770),1,73.00,0,1,0,XQTrade,08:45:57,2026/09/18,
80,完全成交,B00AH,整股,現股賣出,ROD,力積電(6770),1,72.80,0,1,0,XQTrade,08:45:53,2026/09/18,
81,完全成交,B00AF,整股,現股賣出,ROD,力積電(6770),1,72.60,0,1,0,XQTrade,08:45:50,2026/09/18,
82,完全成交,B00AD,整股,現股賣出,ROD,力積電(6770),1,72.40,0,1,0,XQTrade,08:45:47,2026/09/18,
83,完全成交,B00AC,整股,現股賣出,ROD,力積電(6770),1,72.20,0,1,0,XQTrade,08:45:44,2026/09/18,
84,完全成交,B00AA,整股,現股賣出,ROD,力積電(6770),1,72.00,0,1,0,XQTrade,08:45:42,2026/09/18,
85,完全成交,B00A5,整股,現股賣出,ROD,友達(2409),2,30.50,0,2,0,XQTrade,08:45:07,2026/09/18,
86,完全成交,B00A3,整股,現股賣出,ROD,友達(2409),2,30.45,0,2,0,XQTrade,08:45:03,2026/09/18,
87,完全成交,B00A0,整股,現股賣出,ROD,友達(2409),2,30.40,0,2,0,XQTrade,08:45:00,2026/09/18,
88,完全成交,B009Z,整股,現股賣出,ROD,友達(2409),2,30.35,0,2,0,XQTrade,08:44:57,2026/09/18,
89,完全成交,B009Y,整股,現股賣出,ROD,友達(2409),2,30.30,0,2,0,XQTrade,08:44:55,2026/09/18,
90,完全成交,B009S,整股,現股賣出,ROD,聯電(2303),1,152.00,0,1,0,XQTrade,08:44:22,2026/09/18,
91,完全成交,B009R,整股,現股賣出,ROD,聯電(2303),1,151.50,0,1,0,XQTrade,08:44:19,2026/09/18,
92,完全成交,B009Q,整股,現股賣出,ROD,聯電(2303),1,151.00,0,1,0,XQTrade,08:44:16,2026/09/18,
93,完全成交,B009L,整股,現股賣出,ROD,聯電(2303),1,150.50,0,1,0,XQTrade,08:44:10,2026/09/18,
94,完全成交,B009I,整股,現股賣出,ROD,聯電(2303),1,150.00,0,1,0,XQTrade,08:44:03,2026/09/18,
95,完全成交,B009E,整股,現股賣出,ROD,聯電(2303),1,149.50,0,1,0,XQTrade,08:43:45,2026/09/18,
96,完全成交,B0099,整股,現股賣出,ROD,南亞(1303),1,239.00,0,1,0,XQTrade,08:43:08,2026/09/18,
